Country,Region,City,Type,North_Traffic (m),East_Traffic (m),West_Traffic (m),South_Traffic (m),North_Time(s),East_Time(s),West_Time(s),South_Time(s)
India,Kothrud,Pune,4-way,52,639,12,8,51,105,24,20
India,Viman Nagar,Pune,4-way,77,24,748,14,61,39,105,27
India,Aundh,Pune,4-way,78,34,200,41,61,44,83,46
India,Magarpatta City,Pune,4-way,117,20,629,2,72,34,105,12
India,New Kalyani Nagar,Pune,4-way,242,162,11,667,89,78,23,105
India,LBS Marg Junction,Mumbai,4-way,57,154,797,102,53,77,105,70
India,Gandhi Nagar Junction,Mumbai,4-way,20,124,192,156,34,73,82,77
India,Jolly Marg Junction,Mumbai,4-way,84,471,19,73,64,105,33,59
India,Nikolsawadi Circle,Mumbai,4-way,29,0,1089,4,42,10,105,15
India,MIDC A Cross Road,Mumbai,4-way,0,0,0,12,10,10,10,24
India,N S Phadke Marg,Mumbai,4-way,31,10,149,49,42,22,77,50
India,Gokhale Bridge,Delhi,4-way,176,12,17,112,80,24,30,72
India,DND Flyway,Delhi,4-way,0,2,80,200,10,12,62,83
India,Maharani Bagh,Delhi,4-way,1023,182,18,1143,105,81,32,105
India,Burari Road,Delhi,4-way,81,607,182,166,62,105,81,79
India,Khyber Pass Crossing,Delhi,4-way,15,226,18,63,28,87,32,55
India,Nigam Bodh Ghat,Delhi,4-way,2,103,792,2,12,70,105,12
India,P.S. Timarpur,Delhi,4-way,20,100,89,176,34,70,66,80
India,Mall Road,Delhi,4-way,18,5,804,108,32,16,105,71
India,Chennai Bypass Road,Chennai,4-way,173,164,803,94,80,79,105,68
India,Bangalore Chennai Expressway,Chennai,4-way,20,140,24,161,34,75,39,78
India,Anna Salai,Chennai,4-way,175,6,11,16,80,17,23,29
India,EVR Periyar Salai,Chennai,4-way,85,79,935,394,64,62,105,105
India,Arukilpadi road,Chennai,4-way,17,1168,308,2,30,105,105,12
India,Thakkolam,Chennai,4-way,136,323,1149,87,75,105,105,65
India,Golden Quadrilateral,Chennai,4-way,16,19,17,15,29,33,30,28
India,Chowringhee Road,Kolkata,4-way,90,172,868,1197,66,80,105,105
India,Hazra Road,Kolkata,4-way,47,945,190,22,49,105,82,36
India,Park Street,Kolkata,4-way,20,24,180,6,34,39,81,17
India,Hazra Road,Kolkata,4-way,196,102,22,11,83,70,36,23
India,College Street,Kolkata,4-way,1006,130,5,0,105,74,16,10
India,Jaddu Mullick Street,Kolkata,4-way,0,90,183,795,10,66,81,105
India,Raja SC Mullick Road,Kolkata,4-way,82,180,192,56,63,81,82,52
India,Burdwan Road,Kolkata,4-way,327,413,132,22,105,105,74,36
India,Burdwan Road,Kolkata,4-way,696,12,599,88,105,24,105,65
India,Eastern Metropolitan Bypass,Kolkata,4-way,35,19,668,14,44,33,105,27
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,17,196,0,8,30,83,10,20
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,49,118,1036,0,50,72,105,10
India,Mahatma Gandhi Marg,Indore,4-way,158,67,35,20,78,57,44,34
India,A.B. Road,Indore,4-way,82,18,3,99,63,32,14,70
India,Dewas Road,Indore,4-way,13,145,87,990,26,76,65,105
India,Ujjain Road,Indore,4-way,125,191,103,171,73,82,70,79
India,Dhar Road,Indore,4-way,184,79,1131,8,81,62,105,20
India,Pithampur Road,Indore,4-way,19,15,67,1,33,28,57,11
India,Khandwa Road,Indore,4-way,29,55,1,588,42,52,11,105
India,Nemawar Road,Indore,4-way,504,1102,17,169,105,105,30,79
India,Sarafa Bazaar,Indore,4-way,14,156,450,116,27,77,105,72
India,Chappan Dukan,Indore,4-way,1154,696,17,111,105,105,30,71
India,Olpad-Rander Road,Surat,4-way,13,6,976,282,26,17,105,105
India,Hazira-Adajan Road,Surat,4-way,93,0,59,41,67,10,54,46
India,Sachin-Udhna Road,Surat,4-way,41,38,153,24,46,45,77,39
India,Dumas-Athwa Road,Surat,4-way,62,275,193,3,55,105,82,14
India,Kamrej-Varachha Road,Surat,4-way,0,64,166,11,10,56,79,23
India,Kadodara-Sahara Road,Surat,4-way,3,14,4,0,14,27,15,10
India,National Highway 6 (NH6),Surat,4-way,7,15,81,15,18,28,62,28
India,National Highway 8 (NH8),Surat,4-way,78,180,63,1123,61,81,55,105
India,Outer Ring Road,Surat,4-way,10,19,14,2,22,33,27,12
India,Surat-Chennai Expressway,Surat,4-way,17,19,20,1162,30,33,34,105
India,J.M. Road,Pune,4-way,160,89,145,82,78,66,76,63
India,Fergusson College Road (FC Road),Pune,4-way,25,83,70,153,40,63,58,77
India,Laxmi Road,Pune,4-way,935,17,11,17,105,30,23,30
India,Shivaji Nagar,Pune,4-way,11,8,672,183,23,20,105,81
India,Koregaon Park,Pune,4-way,163,19,1153,1069,78,33,105,105
India,Kothrud,Pune,4-way,154,11,107,44,77,23,71,48
India,Viman Nagar,Pune,4-way,168,15,194,8,79,28,83,20
India,Aundh,Pune,4-way,139,101,361,911,75,70,105,105
India,Magarpatta City,Pune,4-way,20,17,18,87,34,30,32,65
India,New Kalyani Nagar,Pune,4-way,9,70,116,31,21,58,72,42
India,LBS Marg Junction,Mumbai,4-way,15,137,192,0,28,75,82,10
India,Gandhi Nagar Junction,Mumbai,4-way,389,820,613,39,105,105,105,46
India,Jolly Marg Junction,Mumbai,4-way,13,1010,67,64,26,105,57,56
India,Nikolsawadi Circle,Mumbai,4-way,2,169,927,92,12,79,105,67
India,MIDC A Cross Road,Mumbai,4-way,13,12,73,55,26,24,59,52
India,N S Phadke Marg,Mumbai,4-way,50,175,338,7,50,80,105,18
India,Gokhale Bridge,Delhi,4-way,26,10,123,914,40,22,73,105
India,DND Flyway,Delhi,4-way,143,1071,228,13,76,105,87,26
India,Maharani Bagh,Delhi,4-way,965,88,45,1093,105,65,48,105
India,Burari Road,Delhi,4-way,6,1048,16,162,17,105,29,78
India,Khyber Pass Crossing,Delhi,4-way,8,189,49,184,20,82,50,81
India,Nigam Bodh Ghat,Delhi,4-way,15,109,440,31,28,71,105,42
India,P.S. Timarpur,Delhi,4-way,187,136,7,80,82,75,18,62
India,Mall Road,Delhi,4-way,51,0,120,187,50,10,73,82
India,Chennai Bypass Road,Chennai,4-way,100,13,12,552,70,26,24,105
India,Bangalore Chennai Expressway,Chennai,4-way,2,854,473,831,12,105,105,105
India,Anna Salai,Chennai,4-way,100,1146,967,0,70,105,105,10
India,EVR Periyar Salai,Chennai,4-way,11,735,501,22,23,105,105,36
India,Arukilpadi road,Chennai,4-way,122,513,0,0,73,105,10,10
India,Thakkolam,Chennai,4-way,65,39,0,61,56,46,10,54
India,Golden Quadrilateral,Chennai,4-way,137,913,18,68,75,105,32,57
India,Chowringhee Road,Kolkata,4-way,144,11,503,172,76,23,105,80
India,Hazra Road,Kolkata,4-way,1,143,16,3,11,76,29,14
India,Park Street,Kolkata,4-way,38,123,19,1,45,73,33,11
India,Hazra Road,Kolkata,4-way,1180,25,51,130,105,40,50,74
India,College Street,Kolkata,4-way,13,39,148,13,26,46,76,26
India,Jaddu Mullick Street,Kolkata,4-way,11,35,8,919,23,44,20,105
India,Raja SC Mullick Road,Kolkata,4-way,19,11,750,98,33,23,105,69
India,Burdwan Road,Kolkata,4-way,57,16,17,6,53,29,30,17
India,Burdwan Road,Kolkata,4-way,118,104,46,18,72,71,48,32
India,Eastern Metropolitan Bypass,Kolkata,4-way,824,198,432,0,105,83,105,10
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,179,13,152,1126,81,26,77,105
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,12,10,0,33,24,22,10,43
India,Mahatma Gandhi Marg,Indore,4-way,926,33,89,18,105,43,66,32
India,A.B. Road,Indore,4-way,143,0,1011,13,76,10,105,26
India,Dewas Road,Indore,4-way,74,98,872,687,60,69,105,105
India,Ujjain Road,Indore,4-way,20,12,1085,161,34,24,105,78
India,Dhar Road,Indore,4-way,95,14,70,56,68,27,58,52
India,Pithampur Road,Indore,4-way,135,11,63,119,75,23,55,73
India,Khandwa Road,Indore,4-way,330,24,68,39,105,39,57,46
India,Nemawar Road,Indore,4-way,2,18,56,172,12,32,52,80
India,Sarafa Bazaar,Indore,4-way,13,84,82,0,26,64,63,10
India,Chappan Dukan,Indore,4-way,8,76,85,196,20,60,64,83
India,Olpad-Rander Road,Surat,4-way,389,16,42,81,105,29,47,62
India,Hazira-Adajan Road,Surat,4-way,586,13,114,14,105,26,72,27
India,Sachin-Udhna Road,Surat,4-way,261,8,195,29,105,20,83,42
India,Dumas-Athwa Road,Surat,4-way,107,306,34,29,71,105,44,42
India,Kamrej-Varachha Road,Surat,4-way,144,16,68,95,76,29,57,68
India,Kadodara-Sahara Road,Surat,4-way,0,113,421,18,10,72,105,32
India,National Highway 6 (NH6),Surat,4-way,33,79,51,16,43,62,50,29
India,National Highway 8 (NH8),Surat,4-way,0,2,5,172,10,12,16,80
India,Outer Ring Road,Surat,4-way,8,912,8,11,20,105,20,23
India,Surat-Chennai Expressway,Surat,4-way,56,15,8,336,52,28,20,105
India,J.M. Road,Pune,4-way,70,316,5,19,58,105,16,33
India,Fergusson College Road (FC Road),Pune,4-way,99,399,67,29,70,105,57,42
India,Laxmi Road,Pune,4-way,359,10,660,18,105,22,105,32
India,Shivaji Nagar,Pune,4-way,63,15,81,115,55,28,62,72
India,Koregaon Park,Pune,4-way,14,1109,17,8,27,105,30,20
India,Kothrud,Pune,4-way,31,0,442,15,42,10,105,28
India,Viman Nagar,Pune,4-way,151,313,156,25,77,105,77,40
India,Aundh,Pune,4-way,974,191,81,497,105,82,62,105
India,Magarpatta City,Pune,4-way,190,16,13,46,82,29,26,48
India,New Kalyani Nagar,Pune,4-way,142,65,18,8,76,56,32,20
India,LBS Marg Junction,Mumbai,4-way,154,376,947,152,77,105,105,77
India,Gandhi Nagar Junction,Mumbai,4-way,349,768,155,186,105,105,77,81
India,Jolly Marg Junction,Mumbai,4-way,105,62,1108,86,71,55,105,64
India,Nikolsawadi Circle,Mumbai,4-way,201,95,468,941,83,68,105,105
India,MIDC A Cross Road,Mumbai,4-way,80,119,1094,15,62,73,105,28
India,N S Phadke Marg,Mumbai,4-way,0,1147,11,152,10,105,23,77
India,Gokhale Bridge,Delhi,4-way,7,594,0,1085,18,105,10,105
India,DND Flyway,Delhi,4-way,72,0,92,1200,59,10,67,105
India,Maharani Bagh,Delhi,4-way,182,777,928,14,81,105,105,27
India,Burari Road,Delhi,4-way,13,466,84,155,26,105,64,77
India,Khyber Pass Crossing,Delhi,4-way,66,690,787,0,56,105,105,10
India,Nigam Bodh Ghat,Delhi,4-way,46,56,50,29,48,52,50,42
India,P.S. Timarpur,Delhi,4-way,6,651,0,12,17,105,10,24
India,Mall Road,Delhi,4-way,10,161,70,2,22,78,58,12
India,Chennai Bypass Road,Chennai,4-way,140,36,0,607,75,44,10,105
India,Bangalore Chennai Expressway,Chennai,4-way,148,53,0,196,76,51,10,83
India,Anna Salai,Chennai,4-way,107,85,16,223,71,64,29,86
India,EVR Periyar Salai,Chennai,4-way,50,19,6,0,50,33,17,10
India,Arukilpadi road,Chennai,4-way,2,84,80,41,12,64,62,46
India,Thakkolam,Chennai,4-way,67,15,20,196,57,28,34,83
India,Golden Quadrilateral,Chennai,4-way,494,121,138,176,105,73,75,80
India,Chowringhee Road,Kolkata,4-way,18,967,79,130,32,105,62,74
India,Hazra Road,Kolkata,4-way,194,824,66,88,83,105,56,65
India,Park Street,Kolkata,4-way,177,74,50,117,80,60,50,72
India,Hazra Road,Kolkata,4-way,165,275,168,15,79,105,79,28
India,College Street,Kolkata,4-way,45,17,32,76,48,30,43,60
India,Jaddu Mullick Street,Kolkata,4-way,1034,494,2,48,105,105,12,49
India,Raja SC Mullick Road,Kolkata,4-way,1105,1175,0,14,105,105,10,27
India,Burdwan Road,Kolkata,4-way,113,16,0,194,72,29,10,83
India,Burdwan Road,Kolkata,4-way,20,14,176,155,34,27,80,77
India,Eastern Metropolitan Bypass,Kolkata,4-way,18,12,19,185,32,24,33,81
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,109,125,644,90,71,73,105,66
India,Shyama Prasad Mukherjee Road,Kolkata,4-way,1016,112,61,738,105,72,54,105
India,Mahatma Gandhi Marg,Indore,4-way,663,12,91,29,105,24,66,42
India,A.B. Road,Indore,4-way,1,193,197,0,11,82,83,10
India,Dewas Road,Indore,4-way,1088,16,14,849,105,29,27,105
India,Ujjain Road,Indore,4-way,572,163,952,86,105,78,105,64
India,Dhar Road,Indore,4-way,99,139,15,157,70,75,28,78
India,Pithampur Road,Indore,4-way,34,0,1106,15,44,10,105,28
India,Khandwa Road,Indore,4-way,84,1000,0,181,64,105,10,81
India,Nemawar Road,Indore,4-way,83,61,14,1130,63,54,27,105
India,Sarafa Bazaar,Indore,4-way,79,12,19,56,62,24,33,52
India,Chappan Dukan,Indore,4-way,25,0,1,64,40,10,11,56
India,Olpad-Rander Road,Surat,4-way,0,80,50,49,10,62,50,50
India,Hazira-Adajan Road,Surat,4-way,76,114,120,98,60,72,73,69
India,Sachin-Udhna Road,Surat,4-way,28,1087,185,80,41,105,81,62
India,Dumas-Athwa Road,Surat,4-way,25,12,12,46,40,24,24,48
India,Kamrej-Varachha Road,Surat,4-way,143,104,157,195,76,71,78,83
India,Kadodara-Sahara Road,Surat,4-way,621,1,963,88,105,11,105,65
India,National Highway 6 (NH6),Surat,4-way,74,101,386,97,60,70,105,69
India,National Highway 8 (NH8),Surat,4-way,487,322,78,0,105,105,61,10
India,Outer Ring Road,Surat,4-way,657,20,37,506,105,34,45,105
India,Surat-Chennai Expressway,Surat,4-way,0,108,39,64,10,71,46,56
India,J.M. Road,Pune,4-way,15,58,169,32,28,53,79,43
India,Fergusson College Road (FC Road),Pune,4-way,143,45,0,29,76,48,10,42
India,Laxmi Road,Pune,4-way,16,15,94,716,29,28,68,105
India,Shivaji Nagar,Pune,4-way,430,326,70,186,105,105,58,81
India,Koregaon Park,Pune,4-way,167,12,88,577,79,24,65,105
India,Kothrud,Pune,4-way,29,82,8,125,42,63,20,73
India,Viman Nagar,Pune,4-way,3,15,83,18,14,28,63,32
India,Aundh,Pune,4-way,88,99,11,998,65,70,23,105
India,Magarpatta City,Pune,4-way,11,38,173,30,23,45,80,42
India,New Kalyani Nagar,Pune,4-way,12,10,14,67,24,22,27,57
